"ProteinID","C1_1","C1_2","C2_1","C2_2","C3_1","C3_2","C4_1","C4_2","Log2(Int) C1_1","Log2(Int) C1_2","Log2(Int) C2_1","Log2(Int) C2_2","Log2(Int) C3_1","Log2(Int) C3_2","Log2(Int) C4_1","Log2(Int) C4_2","Mean intensity C1","Mean intensity C2","Mean intensity C3","Mean intensity C4","Condition_1_SD","Condition_2_SD","Condition_3_SD","Condition_4_SD","Condition_1_CV","Condition_2_CV","Condition_3_CV","Condition_4_CV","qValue C2","qValue C3","qValue C4","Log2 intensity C1","Log2 intensity C2","Log2 intensity C3","Log2 intensity C4","Z-Score C1","Z-Score C2","Z-Score C3","Z-Score C4","Ratio C2/C1","Ratio C3/C1","Ratio C4/C1","Fold change C2/C1","Fold change C3/C1","Fold change C4/C1","Log2(ratio) C2/C1","Log2(ratio) C3/C1","Log2(ratio) C4/C1"
"Q8C5X1",19000,19000,19000,18000,27000,26000,33000,32000,14.21,14.21,14.21,14.14,14.72,14.67,15.01,14.97,19000,18500,26500,32500,0,707,707,707,0,3.822,2.668,2.176,0.70991,0.0019,5e-05,14.214,14.175,14.694,14.988,-0.775,-0.873,0.449,1.199,0.974,1.395,1.711,-1.027,1.395,1.711,-0.038,0.48,0.775
"H3BIW7",6200,6800,6700,6400,9800,9000,11000,13000,12.6,12.73,12.71,12.64,13.26,13.14,13.43,13.67,6500,6550,9400,12000,424,212,566,1410,6.527,3.239,6.018,11.79,1,0.01756,0.00046,12.666,12.677,13.198,13.551,-0.829,-0.803,0.407,1.225,1.008,1.446,1.846,1.008,1.446,1.846,0.011,0.532,0.884
"Q3UTB2",21000,21000,24000,20000,26000,22000,38000,38000,14.36,14.36,14.55,14.29,14.67,14.43,15.21,15.21,21000,22000,24000,38000,0,2830,2830,0,0,12.86,11.79,0,0.85678,0.30749,0.00085,14.358,14.425,14.551,15.214,-0.71,-0.539,-0.219,1.469,1.048,1.143,1.81,1.048,1.143,1.81,0.068,0.193,0.856
"Q9D2R0",97000,96000,98000,93000,150000,140000,2e+05,2e+05,16.57,16.55,16.58,16.5,17.19,17.1,17.61,17.61,96500,95500,145000,2e+05,707,3540,7070,0,0.7328,3.702,4.877,0,0.93948,0.00157,3e-05,16.558,16.543,17.146,17.61,-0.79,-0.82,0.353,1.257,0.99,1.503,2.073,-1.01,1.503,2.073,-0.014,0.588,1.052
"J3QN89",85000,77000,85000,81000,140000,130000,2e+05,210000,16.38,16.23,16.38,16.31,17.1,16.99,17.61,17.68,81000,83000,135000,205000,5660,2830,7070,7070,6.984,3.408,5.238,3.449,0.85668,0.00232,4e-05,16.306,16.341,17.043,17.645,-0.827,-0.771,0.327,1.271,1.025,1.667,2.531,1.025,1.667,2.531,0.036,0.737,1.34
"Q8BGQ7",130000,120000,120000,120000,150000,140000,220000,220000,16.99,16.87,16.87,16.87,17.19,17.1,17.75,17.75,125000,120000,145000,220000,7070,0,7070,0,5.657,0,4.877,0,0.68741,0.0407,8e-05,16.932,16.873,17.146,17.747,-0.607,-0.755,-0.072,1.434,0.96,1.16,1.76,-1.042,1.16,1.76,-0.059,0.214,0.816
"Q9CQF6",36000,36000,34000,36000,46000,43000,61000,62000,15.14,15.14,15.05,15.14,15.49,15.39,15.9,15.92,36000,35000,44500,61500,0,1410,2120,707,0,4.041,4.767,1.15,0.73493,0.00963,6e-05,15.136,15.095,15.442,15.908,-0.691,-0.799,0.124,1.367,0.972,1.236,1.708,-1.029,1.236,1.708,-0.041,0.306,0.772
"P06795",31000,30000,31000,30000,36000,36000,55000,55000,14.92,14.87,14.92,14.87,15.14,15.14,15.75,15.75,30500,30500,36000,55000,707,707,0,0,2.318,2.318,0,0,1,0.00606,3e-05,14.897,14.897,15.136,15.747,-0.678,-0.678,-0.083,1.44,1,1.18,1.803,1,1.18,1.803,0,0.239,0.85
"Q9DC29",28000,24000,30000,26000,28000,30000,42000,40000,14.77,14.55,14.87,14.67,14.77,14.87,15.36,15.29,26000,28000,29000,41000,2830,2830,1410,1410,10.88,10.1,4.877,3.449,0.69906,0.34158,0.00161,14.666,14.773,14.824,15.323,-0.789,-0.423,-0.25,1.462,1.077,1.115,1.577,1.077,1.115,1.577,0.107,0.157,0.657
"O35379",36000,36000,37000,35000,45000,43000,59000,59000,15.14,15.14,15.18,15.1,15.46,15.39,15.85,15.85,36000,36000,44000,59000,0,1410,1410,0,0,3.928,3.214,0,1,0.00705,5e-05,15.136,15.136,15.425,15.848,-0.744,-0.744,0.116,1.371,1,1.222,1.639,1,1.222,1.639,0,0.289,0.713
"E9Q236",25000,26000,26000,25000,29000,29000,39000,38000,14.61,14.67,14.67,14.61,14.82,14.82,15.25,15.21,25500,25500,29000,38500,707,707,0,707,2.773,2.773,0,1.837,1,0.02038,7e-05,14.638,14.638,14.824,15.233,-0.696,-0.696,-0.034,1.425,1,1.137,1.51,1,1.137,1.51,0,0.185,0.595
"P61222",170000,160000,120000,160000,190000,180000,230000,230000,17.38,17.29,16.87,17.29,17.54,17.46,17.81,17.81,165000,140000,185000,230000,7070,28300,7070,0,4.285,20.2,3.822,0,0.57882,0.45633,0.01269,17.332,17.095,17.497,17.811,-0.338,-1.126,0.21,1.254,0.848,1.121,1.394,-1.179,1.121,1.394,-0.238,0.165,0.479
"Q6P542",51000,49000,28000,51000,63000,65000,1e+05,96000,15.64,15.58,14.77,15.64,15.94,15.99,16.61,16.55,50000,39500,64000,98000,1410,16300,1410,2830,2.828,41.17,2.21,2.886,0.63681,0.41751,0.01211,15.61,15.27,15.966,16.58,-0.44,-1.047,0.195,1.293,0.79,1.28,1.96,-1.266,1.28,1.96,-0.34,0.356,0.971
"Q99LE6",110000,1e+05,70000,110000,150000,140000,240000,240000,16.75,16.61,16.1,16.75,17.19,17.1,17.87,17.87,105000,90000,145000,240000,7070,28300,7070,0,6.734,31.43,4.877,0,0.65551,0.18066,0.00242,16.68,16.458,17.146,17.873,-0.574,-0.93,0.171,1.333,0.857,1.381,2.286,-1.167,1.381,2.286,-0.223,0.466,1.193
"Q9QXM0",23000,22000,25000,23000,43000,43000,47000,44000,14.49,14.43,14.61,14.49,15.39,15.39,15.52,15.43,22500,24000,43000,45500,707,1410,0,2120,3.143,5.893,0,4.662,0.62069,0.00095,5e-05,14.458,14.551,15.392,15.474,-0.949,-0.776,0.787,0.938,1.067,1.911,2.022,1.067,1.911,2.022,0.094,0.934,1.016
"Q9DBL9",6100,5800,5900,5600,6500,6400,9300,8300,12.57,12.5,12.53,12.45,12.67,12.64,13.18,13.02,5950,5750,6450,8800,212,212,70.7,707,3.565,3.689,1.096,8.035,0.78131,0.2716,0.00053,12.539,12.489,12.655,13.103,-0.564,-0.74,-0.148,1.453,0.966,1.084,1.479,-1.035,1.084,1.479,-0.05,0.116,0.565
"Q9QYL7",29000,25000,22000,53000,39000,32000,96000,90000,14.82,14.61,14.43,15.69,15.25,14.97,16.55,16.46,27000,37500,35500,93000,2830,21900,4950,4240,10.48,58.45,13.94,4.562,0.75105,0.5591,0.00618,14.721,15.195,15.116,16.505,-0.855,-0.244,-0.346,1.445,1.389,1.315,3.444,1.389,1.315,3.444,0.474,0.395,1.784
"Q5SWU9",71000,71000,75000,70000,96000,87000,150000,150000,16.12,16.12,16.19,16.1,16.55,16.41,17.19,17.19,71000,72500,91500,150000,0,3540,6360,0,0,4.877,6.955,0,0.87366,0.01129,5e-05,16.116,16.146,16.481,17.195,-0.735,-0.675,-0.006,1.416,1.021,1.289,2.113,1.021,1.289,2.113,0.03,0.366,1.079
"Q9D061",22000,23000,24000,21000,41000,36000,66000,70000,14.43,14.49,14.55,14.36,15.32,15.14,16.01,16.1,22500,22500,38500,68000,707,2120,3540,2830,3.143,9.428,9.183,4.159,1,0.00458,6e-05,14.458,14.458,15.233,16.053,-0.778,-0.778,0.239,1.316,1,1.711,3.022,1,1.711,3.022,0,0.775,1.596
"Q91V92",150000,150000,140000,150000,180000,180000,220000,230000,17.19,17.19,17.1,17.19,17.46,17.46,17.75,17.81,150000,145000,180000,225000,0,7070,0,7070,0,4.877,0,3.143,0.67863,0.01242,0.00012,17.195,17.146,17.458,17.78,-0.686,-0.854,0.217,1.323,0.967,1.2,1.5,-1.034,1.2,1.5,-0.048,0.263,0.585
"Q3V117",150000,150000,140000,150000,180000,180000,220000,230000,17.19,17.19,17.1,17.19,17.46,17.46,17.75,17.81,150000,145000,180000,225000,0,7070,0,7070,0,4.877,0,3.143,0.67863,0.01242,0.00012,17.195,17.146,17.458,17.78,-0.686,-0.854,0.217,1.323,0.967,1.2,1.5,-1.034,1.2,1.5,-0.048,0.263,0.585
"Q91V12",78000,77000,80000,80000,94000,91000,150000,160000,16.25,16.23,16.29,16.29,16.52,16.47,17.19,17.29,77500,80000,92500,155000,707,0,2120,7070,0.9124,0,2.293,4.562,0.67899,0.01083,3e-05,16.242,16.288,16.497,17.242,-0.702,-0.603,-0.151,1.456,1.032,1.194,2,1.032,1.194,2,0.045,0.256,1
"Q9QUJ7",63000,61000,69000,71000,130000,120000,140000,140000,15.94,15.9,16.07,16.12,16.99,16.87,17.1,17.1,62000,70000,125000,140000,1410,1410,7070,0,2.281,2.02,5.657,0,0.29883,0.00053,3e-05,15.92,16.095,16.932,17.095,-1.003,-0.705,0.715,0.993,1.129,2.016,2.258,1.129,2.016,2.258,0.175,1.011,1.175
"O35598",35000,35000,29000,33000,43000,42000,60000,58000,15.1,15.1,14.82,15.01,15.39,15.36,15.87,15.82,35000,31000,42500,59000,0,2830,707,1410,0,9.124,1.664,2.397,0.42608,0.03422,2e-04,15.095,14.92,15.375,15.848,-0.53,-0.962,0.162,1.33,0.886,1.214,1.686,-1.129,1.214,1.686,-0.175,0.28,0.754
"Q9Z0F8",37000,38000,38000,37000,46000,45000,58000,58000,15.18,15.21,15.21,15.18,15.49,15.46,15.82,15.82,37500,37500,45500,58000,707,707,707,0,1.886,1.886,1.554,0,1,0.00356,4e-05,15.195,15.195,15.474,15.824,-0.76,-0.76,0.174,1.347,1,1.213,1.547,1,1.213,1.547,0,0.279,0.629
"E9PXU2",37000,38000,38000,37000,45000,45000,58000,57000,15.18,15.21,15.21,15.18,15.46,15.46,15.82,15.8,37500,37500,45000,57500,707,707,0,707,1.886,1.886,0,1.23,1,0.00401,4e-05,15.195,15.195,15.458,15.811,-0.753,-0.753,0.148,1.358,1,1.2,1.533,1,1.2,1.533,0,0.263,0.616
"P46664",140000,140000,140000,140000,180000,170000,250000,270000,17.1,17.1,17.1,17.1,17.46,17.38,17.93,18.04,140000,140000,175000,260000,0,0,7070,14100,0,0,4.041,5.439,1,0.00956,5e-05,17.095,17.095,17.417,17.988,-0.721,-0.721,0.043,1.399,1,1.25,1.857,1,1.25,1.857,0,0.322,0.893
"Q9Z248",7800,7700,8700,8700,22000,19000,34000,32000,12.93,12.91,13.09,13.09,14.43,14.21,15.05,14.97,7750,8700,20500,33000,70.7,0,2120,1410,0.9124,0,10.35,4.285,0.51448,0.00069,3e-05,12.92,13.087,14.323,15.01,-0.913,-0.746,0.487,1.172,1.123,2.645,4.258,1.123,2.645,4.258,0.167,1.403,2.09
"Q9CZI9",21000,21000,20000,20000,45000,40000,68000,70000,14.36,14.36,14.29,14.29,15.46,15.29,16.05,16.1,21000,20000,42500,69000,0,0,3540,1410,0,0,8.319,2.05,0.6667,0.00084,3e-05,14.358,14.288,15.375,16.074,-0.775,-0.857,0.409,1.223,0.952,2.024,3.286,-1.05,2.024,3.286,-0.071,1.017,1.716
"Q9D1E8",40000,39000,34000,36000,53000,49000,65000,66000,15.29,15.25,15.05,15.14,15.69,15.58,15.99,16.01,39500,35000,51000,65500,707,1410,2830,707,1.79,4.041,5.546,1.08,0.33065,0.00718,1e-04,15.27,15.095,15.638,15.999,-0.574,-1.008,0.342,1.24,0.886,1.291,1.658,-1.129,1.291,1.658,-0.175,0.368,0.729
"Q8BK64",150000,150000,150000,140000,180000,170000,220000,230000,17.19,17.19,17.19,17.1,17.46,17.38,17.75,17.81,150000,145000,175000,225000,0,7070,7070,7070,0,4.877,4.041,3.143,0.70664,0.03238,2e-04,17.195,17.146,17.417,17.78,-0.657,-0.826,0.114,1.369,0.967,1.167,1.5,-1.034,1.167,1.5,-0.048,0.223,0.585
"Q8N9S3",74000,75000,76000,77000,85000,86000,110000,110000,16.18,16.19,16.21,16.23,16.38,16.39,16.75,16.75,74500,76500,85500,110000,707,707,707,0,0.9491,0.9243,0.827,0,0.63681,0.00574,4e-05,16.185,16.223,16.384,16.747,-0.779,-0.63,-0.004,1.413,1.027,1.148,1.477,1.027,1.148,1.477,0.038,0.199,0.563
"P31230",150000,150000,140000,150000,170000,170000,220000,230000,17.19,17.19,17.1,17.19,17.38,17.38,17.75,17.81,150000,145000,170000,225000,0,7070,0,7070,0,4.877,0,3.143,0.67863,0.03858,0.00012,17.195,17.146,17.375,17.78,-0.622,-0.792,0.005,1.409,0.967,1.133,1.5,-1.034,1.133,1.5,-0.048,0.18,0.585
"Q8R010",60000,60000,56000,61000,77000,73000,96000,99000,15.87,15.87,15.77,15.9,16.23,16.16,16.55,16.6,60000,58500,75000,97500,0,3540,2830,2120,0,6.044,3.771,2.176,0.80104,0.01195,0.00012,15.873,15.836,16.195,16.573,-0.719,-0.825,0.22,1.324,0.975,1.25,1.625,-1.026,1.25,1.625,-0.037,0.322,0.7
"Q9WUR9",10000,10000,9000,9900,13000,13000,24000,22000,13.29,13.29,13.14,13.27,13.67,13.67,14.55,14.43,10000,9450,13000,23000,0,636,0,1410,0,6.734,0,6.149,0.63912,0.01213,5e-05,13.288,13.206,13.666,14.489,-0.639,-0.778,0.007,1.41,0.945,1.3,2.3,-1.058,1.3,2.3,-0.082,0.379,1.202
"Q8VCP8",21000,21000,24000,20000,54000,50000,92000,96000,14.36,14.36,14.55,14.29,15.72,15.61,16.49,16.55,21000,22000,52000,94000,0,2830,2830,2830,0,12.86,5.439,3.009,0.82322,0.00125,3e-05,14.358,14.425,15.666,16.52,-0.848,-0.784,0.406,1.225,1.048,2.476,4.476,1.048,2.476,4.476,0.068,1.308,2.162
"O08715",17000,17000,16000,18000,30000,27000,65000,67000,14.05,14.05,13.97,14.14,14.87,14.72,15.99,16.03,17000,17000,28500,66000,0,1410,2120,1410,0,8.319,7.443,2.143,1,0.00288,3e-05,14.053,14.053,14.799,16.01,-0.731,-0.731,0.076,1.387,1,1.676,3.882,1,1.676,3.882,0,0.745,1.957
"Q8K023",18000,17000,18000,17000,20000,22000,27000,28000,14.14,14.05,14.14,14.05,14.29,14.43,14.72,14.77,17500,17500,21000,27500,707,707,1410,707,4.041,4.041,6.734,2.571,1,0.03753,0.00028,14.095,14.095,14.358,14.747,-0.742,-0.742,0.111,1.373,1,1.2,1.571,1,1.2,1.571,0,0.263,0.652
"Q8VC19",26000,29000,28000,26000,37000,36000,46000,45000,14.67,14.82,14.77,14.67,15.18,15.14,15.49,15.46,27500,27000,36500,45500,2120,1410,707,707,7.714,5.238,1.937,1.554,0.92118,0.011,0.00022,14.747,14.721,15.156,15.474,-0.77,-0.844,0.365,1.249,0.982,1.327,1.655,-1.018,1.327,1.655,-0.026,0.408,0.727
"Q61490",25000,25000,28000,26000,55000,47000,110000,110000,14.61,14.61,14.77,14.67,15.75,15.52,16.75,16.75,25000,27000,51000,110000,0,1410,5660,0,0,5.238,11.09,0,0.63912,0.00166,3e-05,14.61,14.721,15.638,16.747,-0.826,-0.714,0.211,1.328,1.08,2.04,4.4,1.08,2.04,4.4,0.111,1.029,2.138
"E9Q3Q6",44000,37000,43000,44000,79000,73000,140000,160000,15.43,15.18,15.39,15.43,16.27,16.16,17.1,17.29,40500,43500,76000,150000,4950,707,4240,14100,12.22,1.626,5.582,9.428,0.70409,0.00432,5e-05,15.306,15.409,16.214,17.195,-0.828,-0.71,0.209,1.329,1.074,1.877,3.704,1.074,1.877,3.704,0.103,0.908,1.889
"Q9D8F1",38000,38000,35000,40000,41000,40000,56000,56000,15.21,15.21,15.1,15.29,15.32,15.29,15.77,15.77,38000,37500,40500,56000,0,3540,707,0,0,9.428,1.746,0,0.93814,0.3856,0.00054,15.214,15.195,15.306,15.773,-0.581,-0.652,-0.243,1.476,0.987,1.066,1.474,-1.013,1.066,1.474,-0.019,0.092,0.56
"Q8K2U2",11000,12000,11000,12000,15000,15000,18000,18000,13.43,13.55,13.43,13.55,13.87,13.87,14.14,14.14,11500,11500,15000,18000,707,707,0,0,6.149,6.149,0,0,1,0.01025,0.00025,13.489,13.489,13.873,14.136,-0.815,-0.815,0.398,1.231,1,1.304,1.565,1,1.304,1.565,0,0.383,0.646
"Q9D6Z0",24000,26000,29000,26000,30000,29000,40000,43000,14.55,14.67,14.82,14.67,14.87,14.82,15.29,15.39,25000,27500,29500,41500,1410,2120,707,2120,5.657,7.714,2.397,5.112,0.57999,0.07754,0.00033,14.61,14.747,14.848,15.341,-0.87,-0.438,-0.12,1.427,1.1,1.18,1.66,1.1,1.18,1.66,0.138,0.239,0.731
"Q80Y20",5700,5900,5400,6700,6800,7000,8400,9300,12.48,12.53,12.4,12.71,12.73,12.77,13.04,13.18,5800,6050,6900,8850,141,919,141,636,2.438,15.19,2.05,7.191,0.88458,0.17461,0.00277,12.502,12.563,12.752,13.111,-0.839,-0.617,0.074,1.382,1.043,1.19,1.526,1.043,1.19,1.526,0.061,0.251,0.61
"P09242",8900,8000,9000,9000,16000,15000,37000,37000,13.12,12.97,13.14,13.14,13.97,13.87,15.18,15.18,8450,9000,15500,37000,636,0,707,0,7.531,0,4.562,0,0.63052,0.00119,3e-05,13.045,13.136,13.92,15.175,-0.785,-0.693,0.103,1.376,1.065,1.834,4.379,1.065,1.834,4.379,0.091,0.875,2.131
"O08583",1e+05,1e+05,76000,80000,140000,140000,2e+05,210000,16.61,16.61,16.21,16.29,17.1,17.1,17.61,17.68,1e+05,78000,140000,205000,0,2830,0,7070,0,3.626,0,3.449,0.04537,0.00185,3e-05,16.61,16.251,17.095,17.645,-0.48,-1.073,0.322,1.231,0.78,1.4,2.05,-1.282,1.4,2.05,-0.358,0.485,1.036
"Q9JJW6",98000,97000,79000,93000,120000,120000,170000,170000,16.58,16.57,16.27,16.5,16.87,16.87,17.38,17.38,97500,86000,120000,170000,707,9900,0,0,0.7252,11.51,0,0,0.4697,0.04572,0.00028,16.573,16.392,16.873,17.375,-0.536,-0.957,0.162,1.331,0.882,1.231,1.744,-1.134,1.231,1.744,-0.181,0.3,0.802
"A2AH22",26000,27000,25000,26000,34000,34000,44000,43000,14.67,14.72,14.61,14.67,15.05,15.05,15.43,15.39,26500,25500,34000,43500,707,707,0,707,2.668,2.773,0,1.626,0.62568,0.00264,4e-05,14.694,14.638,15.053,15.409,-0.712,-0.867,0.293,1.286,0.962,1.283,1.642,-1.04,1.283,1.642,-0.056,0.36,0.715
"D3Z6H8",17000,16000,17000,15000,74000,62000,130000,140000,14.05,13.97,14.05,13.87,16.18,15.92,16.99,17.1,16500,16000,68000,135000,707,1410,8490,7070,4.285,8.839,12.48,5.238,0.90331,0.00069,3e-05,14.01,13.966,16.053,17.043,-0.821,-0.85,0.512,1.158,0.97,4.121,8.182,-1.031,4.121,8.182,-0.044,2.043,3.032
"Q80UL9",15000,16000,16000,16000,29000,28000,36000,36000,13.87,13.97,13.97,13.97,14.82,14.77,15.14,15.14,15500,16000,28500,36000,707,0,707,0,4.562,0,2.481,0,0.67566,0.00053,3e-05,13.92,13.966,14.799,15.136,-0.881,-0.805,0.566,1.121,1.032,1.839,2.323,1.032,1.839,2.323,0.045,0.879,1.216
"Q8JZZ6",23000,23000,20000,25000,25000,24000,35000,35000,14.49,14.49,14.29,14.61,14.61,14.55,15.1,15.1,23000,22500,24500,35000,0,3540,707,0,0,15.71,2.886,0,0.92021,0.59385,0.00221,14.489,14.458,14.58,15.095,-0.559,-0.665,-0.253,1.477,0.978,1.065,1.522,-1.022,1.065,1.522,-0.032,0.091,0.606
"Q8K2H6",16000,15000,14000,16000,19000,18000,24000,26000,13.97,13.87,13.77,13.97,14.21,14.14,14.55,14.67,15500,15000,18500,25000,707,1410,707,1410,4.562,9.428,3.822,5.657,0.83955,0.08677,6e-04,13.92,13.873,14.175,14.61,-0.665,-0.805,0.091,1.379,0.968,1.194,1.613,-1.033,1.194,1.613,-0.047,0.256,0.69
"E9PUR0",86000,87000,66000,83000,110000,1e+05,120000,120000,16.39,16.41,16.01,16.34,16.75,16.61,16.87,16.87,86500,74500,105000,120000,707,12000,7070,0,0.8175,16.14,6.734,0,0.55322,0.14828,0.00729,16.4,16.185,16.68,16.873,-0.442,-1.153,0.48,1.115,0.861,1.214,1.387,-1.161,1.214,1.387,-0.216,0.28,0.472
"Q6P1H6",75000,70000,65000,76000,81000,78000,110000,110000,16.19,16.1,15.99,16.21,16.31,16.25,16.75,16.75,72500,70500,79500,110000,3540,7780,2120,0,4.877,11.03,2.668,0,0.85785,0.31541,0.00095,16.146,16.105,16.279,16.747,-0.589,-0.726,-0.138,1.452,0.972,1.097,1.517,-1.029,1.097,1.517,-0.041,0.134,0.601
"Q3UX43",21000,24000,20000,21000,31000,30000,39000,40000,14.36,14.55,14.29,14.36,14.92,14.87,15.25,15.29,22500,20500,30500,39500,2120,707,707,707,9.428,3.449,2.318,1.79,0.57678,0.01091,0.00019,14.458,14.323,14.897,15.27,-0.647,-0.958,0.37,1.235,0.911,1.356,1.756,-1.098,1.356,1.756,-0.134,0.439,0.812
"Q99NH0",83000,82000,67000,81000,120000,110000,160000,160000,16.34,16.32,16.03,16.31,16.87,16.75,17.29,17.29,82500,74000,115000,160000,707,9900,7070,0,0.8571,13.38,6.149,0,0.60346,0.0228,0.00033,16.332,16.175,16.811,17.288,-0.635,-0.947,0.317,1.265,0.897,1.394,1.939,-1.115,1.394,1.939,-0.157,0.479,0.955
"Q8VE42",9600,10000,11000,9400,14000,12000,17000,17000,13.23,13.29,13.43,13.2,13.77,13.55,14.05,14.05,9800,10200,13000,17000,283,1130,1410,0,2.886,11.09,10.88,0,0.8642,0.04502,0.00079,13.259,13.316,13.666,14.053,-0.858,-0.701,0.252,1.307,1.041,1.327,1.735,1.041,1.327,1.735,0.058,0.408,0.795
"Q8BTI7",28000,29000,29000,29000,44000,41000,68000,68000,14.77,14.82,14.82,14.82,15.43,15.32,16.05,16.05,28500,29000,42500,68000,707,0,2120,0,2.481,0,4.991,0,0.84061,0.00131,3e-05,14.799,14.824,15.375,16.053,-0.786,-0.744,0.19,1.339,1.018,1.491,2.386,1.018,1.491,2.386,0.026,0.576,1.255
"Q68G58",15000,15000,13000,17000,18000,15000,29000,30000,13.87,13.87,13.67,14.05,14.14,13.87,14.82,14.87,15000,15000,16500,29500,0,2830,2120,707,0,18.86,12.86,2.397,1,0.58637,0.0014,13.873,13.873,14.01,14.848,-0.593,-0.593,-0.3,1.486,1,1.1,1.967,1,1.1,1.967,0,0.138,0.976
"Q06335",14000,14000,14000,14000,22000,22000,24000,26000,13.77,13.77,13.77,13.77,14.43,14.43,14.55,14.67,14000,14000,22000,25000,0,0,0,1410,0,0,0,5.657,1,0.0011,4e-05,13.773,13.773,14.425,14.61,-0.853,-0.853,0.642,1.064,1,1.571,1.786,1,1.571,1.786,0,0.652,0.837
"E9Q414",51000,46000,57000,55000,78000,80000,91000,98000,15.64,15.49,15.8,15.75,16.25,16.29,16.47,16.58,48500,56000,79000,94500,3540,1410,1410,4950,7.29,2.525,1.79,5.238,0.36298,0.00232,9e-05,15.566,15.773,16.27,16.528,-1.059,-0.59,0.532,1.117,1.155,1.629,1.948,1.155,1.629,1.948,0.208,0.704,0.962
"Q9CQW7",30000,29000,28000,30000,34000,32000,61000,66000,14.87,14.82,14.77,14.87,15.05,14.97,15.9,16.01,29500,29000,33000,63500,707,1410,1410,3540,2.397,4.877,4.285,5.568,0.90971,0.12476,5e-05,14.848,14.824,15.01,15.954,-0.579,-0.625,-0.278,1.482,0.983,1.119,2.153,-1.017,1.119,2.153,-0.025,0.162,1.106
"Q9DAX9",41000,39000,47000,43000,66000,60000,69000,70000,15.32,15.25,15.52,15.39,16.01,15.87,16.07,16.1,40000,45000,63000,69500,1410,2830,4240,707,3.536,6.285,6.734,1.017,0.4599,0.00292,0.00018,15.288,15.458,15.943,16.085,-1.064,-0.618,0.655,1.027,1.125,1.575,1.738,1.125,1.575,1.738,0.17,0.655,0.797
"Q5SSM3",35000,31000,27000,32000,37000,39000,43000,48000,15.1,14.92,14.72,14.97,15.18,15.25,15.39,15.55,33000,29500,38000,45500,2830,3540,1410,3540,8.571,11.98,3.722,7.77,0.63823,0.25409,0.0071,15.01,14.848,15.214,15.474,-0.468,-1.067,0.286,1.249,0.894,1.152,1.379,-1.119,1.152,1.379,-0.162,0.204,0.464
"O88848",38000,39000,38000,39000,41000,38000,62000,60000,15.21,15.25,15.21,15.25,15.32,15.21,15.92,15.87,38500,38500,39500,61000,707,707,2120,1410,1.837,1.837,5.37,2.318,1,0.64417,1e-04,15.233,15.233,15.27,15.897,-0.537,-0.537,-0.424,1.498,1,1.026,1.584,1,1.026,1.584,0,0.037,0.664
"Q5EBP3",8500,7300,9300,9200,11000,9800,13000,14000,13.05,12.83,13.18,13.17,13.43,13.26,13.67,13.77,7900,9250,10400,13500,849,70.7,849,707,10.74,0.7644,8.159,5.238,0.46815,0.03665,0.00064,12.948,13.175,13.344,13.721,-1.072,-0.374,0.145,1.3,1.171,1.316,1.709,1.171,1.316,1.709,0.228,0.396,0.773
"Q8BHS6",19000,20000,20000,21000,26000,24000,34000,33000,14.21,14.29,14.29,14.36,14.67,14.55,15.05,15.01,19500,20500,25000,33500,707,707,1410,707,3.626,3.449,5.657,2.111,0.63912,0.00977,1e-04,14.251,14.323,14.61,15.032,-0.855,-0.651,0.157,1.349,1.051,1.282,1.718,1.051,1.282,1.718,0.072,0.358,0.781
"Q91ZU1",30000,30000,34000,28000,51000,49000,65000,71000,14.87,14.87,15.05,14.77,15.64,15.58,15.99,16.12,30000,31000,50000,68000,0,4240,1410,4240,0,13.69,2.828,6.239,0.91354,0.00672,0.00018,14.873,14.92,15.61,16.053,-0.862,-0.779,0.431,1.21,1.033,1.667,2.267,1.033,1.667,2.267,0.047,0.737,1.181
"Q9DAP7",52000,52000,57000,51000,54000,51000,76000,80000,15.67,15.67,15.8,15.64,15.72,15.64,16.21,16.29,52000,54000,52500,78000,0,4240,2120,2830,0,7.857,4.041,3.626,0.7647,0.94035,0.00045,15.666,15.721,15.68,16.251,-0.579,-0.386,-0.53,1.495,1.038,1.01,1.5,1.038,1.01,1.5,0.054,0.014,0.585
"Q61024",15000,15000,16000,16000,17000,17000,35000,36000,13.87,13.87,13.97,13.97,14.05,14.05,15.1,15.14,15000,16000,17000,35500,0,0,0,707,0,0,0,1.992,0.32458,0.00878,3e-05,13.873,13.966,14.053,15.116,-0.653,-0.493,-0.342,1.488,1.067,1.133,2.367,1.067,1.133,2.367,0.094,0.18,1.243
"P59598",21000,21000,16000,20000,26000,24000,29000,28000,14.36,14.36,13.97,14.29,14.67,14.55,14.82,14.77,21000,18000,25000,28500,0,2830,1410,707,0,15.71,5.657,2.481,0.53345,0.17067,0.00822,14.358,14.136,14.61,14.799,-0.405,-1.173,0.463,1.116,0.857,1.19,1.357,-1.167,1.19,1.357,-0.223,0.251,0.44
"Q9D5T0",81000,81000,80000,84000,110000,1e+05,130000,140000,16.31,16.31,16.29,16.36,16.75,16.61,16.99,17.1,81000,82000,105000,135000,0,2830,7070,7070,0,3.449,6.734,5.238,0.96552,0.01302,0.00019,16.306,16.323,16.68,17.043,-0.809,-0.759,0.264,1.304,1.012,1.296,1.667,1.012,1.296,1.667,0.017,0.374,0.737
